;TotalScore_MES;TotalDispersion_MES;TotalScore_EPI;TotalDispersion_EPI
TCGA.AR.A24O.01;0.309003276763458;3438.1494;0.265234162504327;4066.0305
TCGA.AR.A24P.01;0.235039365695474;5286.9516;0.293077211103026;3542.6727
TCGA.AR.A24Q.01;0.281695156695157;4317.3312;0.181184341596784;6155.0139
TCGA.AR.A24R.01;0.174496297233854;4118.6628;0.278007658233661;3717.6195
TCGA.AR.A24S.01;0.272173967309714;4259.5098;0.248116879905614;4895.5452
TCGA.AR.A24T.01;0.279151738993368;4332.1572;0.260053904356857;4883.6844
TCGA.AR.A24U.01;0.264014873177769;4097.9064;0.291962740291211;3778.4061
TCGA.AR.A24V.01;0.275658458350766;4462.626;0.236099316834691;4923.7146
TCGA.AR.A24W.01;0.257175391225165;4834.7586;0.28384070308802;4043.0502
TCGA.AR.A24X.01;0.213223574648914;5135.7264;0.281839247741033;3590.1159
TCGA.AR.A24Z.01;0.129673431144019;3696.1218;0.282957604188008;3864.3969
TCGA.AR.A250.01;0.252060722083347;4702.8072;0.298202717118696;3567.1356
TCGA.AR.A251.01;0.214019326575888;4553.0646;0.205537736582195;5370.7185
TCGA.AR.A252.01;0.285997666653775;3715.3956;0.256905480158534;4546.3929
TCGA.AR.A254.01;0.250597253425308;4209.1014;0.285515765081563;3462.6123
TCGA.AR.A255.01;0.253014979824935;4523.4126;0.278595448861509;3682.0371
TCGA.AR.A256.01;0.168342990175569;4818.45;0.226855037549365;5016.3771
TCGA.AR.A2LE.01;0.163948189400678;4175.0016;0.314398044465796;2670.9039
TCGA.AR.A2LH.01;0.246400218685286;4834.7586;0.329059605643355;2865.1245
TCGA.AR.A2LJ.01;0.233038852382744;4579.7514;0.244168368103881;4988.2077
TCGA.AR.A2LK.01;0.183804778261792;4658.3292;0.255706231852318;4360.3266
TCGA.AR.A2LL.01;0.158554596903013;4560.4776;0.270504496739599;3905.9097
TCGA.AR.A2LM.01;0.264952430676412;4856.9976;0.267737924505641;3805.8342
TCGA.AR.A2LN.01;0.298724130737705;3862.173;0.269565585989106;4234.3056
TCGA.AR.A2LO.01;0.242258851421747;4865.8932;0.259943340374575;4640.538
TCGA.AR.A2LQ.01;0.326088211269207;3190.5552;0.272342755409864;4216.5144
TCGA.AR.A2LR.01;0.261247613623179;4846.6194;0.120913548150084;6829.5969
TCGA.AR.A5QM.01;0.22713048222098;4956.3318;0.289853193638862;3844.3818
TCGA.AR.A5QN.01;0.221329052211405;5487.1026;0.314266992589034;3235.0332
TCGA.AR.A5QP.01;0.22845888400187;5224.6824;0.28453057994871;3677.5893
TCGA.AR.A5QQ.01;0.227655807406939;4867.3758;0.19630264152543;4942.9884
TCGA.B6.A0I1.01;0.0601731727297338;4604.9556;0.250071001151561;5072.7159
TCGA.B6.A0I2.01;0.141805425176466;5820.6876;0.205827393021399;5974.1367
TCGA.B6.A0I5.01;0.176350317187421;5132.7612;0.303849957964492;3203.1573
TCGA.B6.A0I6.01;0.210979882359973;5538.9936;0.195964944506065;6540.4899
TCGA.B6.A0I8.01;0.160016307640742;4409.2524;0.340556846842392;2236.5021
TCGA.B6.A0I9.01;0.130609230722353;3685.7436;0.287961242555476;3467.8014
TCGA.B6.A0IA.01;0.0740446289088823;3808.7994;0.291484100687404;3166.0923
TCGA.B6.A0IB.01;0.0951147687573026;4404.8046;0.291595724388366;3210.5703
TCGA.B6.A0IC.01;0.000257095845331179;2902.9308;0.273757479847683;3468.5427
TCGA.B6.A0IE.01;0.16065208881951;4824.3804;0.290244936310907;3308.4219
TCGA.B6.A0IG.01;0.14911573678542;4957.8144;0.328521975033028;2667.1974
TCGA.B6.A0IH.01;0.275959941683924;4425.561;0.264993253124404;4059.3588
TCGA.B6.A0IJ.01;0.175205032105485;5088.2832;0.205457197962514;6064.5753
TCGA.B6.A0IK.01;0.172525375579674;3805.8342;0.338591068690965;2692.4016
TCGA.B6.A0IM.01;0.184054402945806;4621.2642;0.262008732081923;4082.3391
TCGA.B6.A0IN.01;0.237873426221843;4274.3358;0.279261658671678;4097.9064
TCGA.B6.A0IO.01;0.111013400040549;4106.802;0.301016270214134;3470.7666
TCGA.B6.A0IP.01;0.165575144647543;4895.5452;0.276252410859997;3911.8401
TCGA.B6.A0IQ.01;0.143683763027654;4854.0324;0.167006012137311;6235.0743
TCGA.B6.A0RE.01;0.169745517596196;5407.0422;0.234773255526433;5897.0415
TCGA.B6.A0RG.01;0.150104273973052;4937.058;0.307554027990703;3366.2433
TCGA.B6.A0RH.01;0.195175299813309;5521.2024;0.27207959193766;4041.5676
TCGA.B6.A0RI.01;0.191015181399797;5759.901;0.293871646873477;3506.349
TCGA.B6.A0RL.01;-0.0414650918044583;2886.6222;0.276674885373763;4203.171
TCGA.B6.A0RM.01;0.120037097978274;4215.0318;0.261224893498273;4384.0482
TCGA.B6.A0RN.01;0.213138315513881;5776.2096;0.267560598246519;3749.4954
TCGA.B6.A0RO.01;0.126450577242432;3866.6208;0.321988809370739;3146.8185
TCGA.B6.A0RP.01;0.216893819269385;5138.6916;0.281835008866313;3761.3562
TCGA.B6.A0RQ.01;0.172002101300744;5857.7526;0.279805647594085;3979.2984
TCGA.B6.A0RS.01;0.199849023944047;4778.4198;0.292164793319533;3736.8933
TCGA.B6.A0RT.01;0.249948287844215;4895.5452;0.156233971754965;6027.5103
TCGA.B6.A0RU.01;0.23312879930527;5157.9654;0.199354278084311;5743.5924
TCGA.B6.A0RV.01;0.189259897970305;4521.93;0.298186468098935;3333.6261
TCGA.B6.A0WS.01;0.222279794112373;4969.6752;0.287374158406748;3927.4074
TCGA.B6.A0WT.01;0.196787312737539;5140.1742;0.288818908207168;3705.0174
TCGA.B6.A0WV.01;0.101593291072929;4097.9064;0.289750400926901;3403.3083
TCGA.B6.A0WW.01;0.17774200409947;4477.452;0.3000052985934;3515.2446
TCGA.B6.A0WX.01;0.257552172144932;5260.2648;0.237435975329749;5498.9634
TCGA.B6.A0WY.01;0.218085396252817;5249.8866;0.290188771220867;3845.8644
TCGA.B6.A0WZ.01;0.136743786630664;5166.861;0.302704048831837;3054.156
TCGA.B6.A0X0.01;0.0962219655658569;3810.282;0.307478434724862;3017.8323
TCGA.B6.A0X1.01;0.125378831826796;4249.1316;0.206303559948286;5295.8472
TCGA.B6.A0X4.01;0.0345198416465385;3248.3766;0.286824517651381;3508.5729
TCGA.B6.A0X5.01;0.0985456432289011;3712.4304;0.312369036433128;3111.9774
TCGA.B6.A0X7.01;0.216749083830532;5663.532;0.262268363158527;4287.6792
TCGA.B6.A1KC.01;0.131040214185011;4295.0922;0.217500547521318;5907.4197
TCGA.B6.A1KF.01;0.148357194171674;5023.0488;0.229126367920196;5527.1328
TCGA.B6.A1KI.01;0.199934283079079;5266.1952;0.315532649932531;3126.0621
TCGA.B6.A1KN.01;0.184105382634794;4290.6444;0.328566129978029;2811.0096
TCGA.B6.A2IU.01;0.133289180234882;4518.9648;0.293929578161317;3272.0982
TCGA.B6.A3ZX.01;0.213202479605194;5521.2024;0.164548877757918;6148.3422
TCGA.B6.A400.01;0.208332747359897;5200.9608;0.18600818102821;6640.5654
TCGA.B6.A401.01;0.189496045265276;5773.2444;0.284867570488954;3660.5394
TCGA.B6.A402.01;0.121464529269959;4650.9162;0.24117430959328;5026.014
TCGA.B6.A408.01;0.190554899265307;5774.727;0.250830112966011;4413.7002
TCGA.B6.A409.01;0.15860059581779;4664.2596;0.256517269882089;4493.7606
TCGA.B6.A40B.01;0.182497178537902;5838.4788;0.301930100955866;3086.7732
TCGA.B6.A40C.01;0.203757759753235;5306.2254;0.255539856019555;4445.5761
TCGA.BH.A0AU.01;0.216142601323597;4720.5984;0.260750846008746;4411.4763
TCGA.BH.A0AV.01;0.273173052019206;4725.0462;0.194051445809519;6146.8596
TCGA.BH.A0AW.01;0.246465847710192;4407.7698;0.285742191639526;4336.605
TCGA.BH.A0AY.01;0.270398467796658;4263.9576;0.268598416073813;4137.9366
TCGA.BH.A0AZ.01;0.293125447537212;3925.9248;0.260653351890185;4561.2189
TCGA.BH.A0B0.01;0.263116575899381;4726.5288;0.294777353105329;3616.8027
TCGA.BH.A0B1.01;0.229519202935493;4931.1276;0.304002910693974;3385.5171
TCGA.BH.A0B2.01;0.277030808139405;4151.28;0.268255420461048;4193.5341
TCGA.BH.A0B3.01;0.216456683085642;5361.0816;0.231188580471504;5241.7323
TCGA.BH.A0B4.01;0.241852185856711;4652.3988;0.28014970292553;3811.0233
TCGA.BH.A0B5.01;0.213884845672176;5157.9654;0.280302302415452;3862.9143
TCGA.BH.A0B6.01;0.243987180073153;4521.93;0.276310342147838;4027.4829
TCGA.BH.A0B7.01;0.268467685322889;4210.584;0.287735169237073;3719.8434
TCGA.BH.A0B8.01;0.168811475938173;4474.4868;0.280709234388578;4202.4297
TCGA.BH.A0B9.01;0.151974994169564;5386.2858;0.19414152189732;5841.444
TCGA.BH.A0BA.01;0.225023321742779;4569.3732;0.317229966018354;3083.808
TCGA.BH.A0BC.01;0.233809993425378;4192.7928;0.266784530933188;3784.3365
TCGA.BH.A0BD.01;0.218134618021496;4513.0344;0.261940203607282;4255.062
TCGA.BH.A0BF.01;0.281999276908779;4207.6188;0.241044670674758;4616.8164
TCGA.BH.A0BG.01;0.209630385535363;4985.9838;0.216446480674264;5255.817
TCGA.BH.A0BJ.01;0.230593292244876;4856.9976;0.273811525500364;3848.0883
TCGA.BH.A0BL.01;0.298617190585516;3696.1218;0.18232565861516;6287.7066
TCGA.BH.A0BM.01;0.235609810836055;4922.232;0.305313076222032;3192.7791
TCGA.BH.A0BO.01;0.289132038566428;3906.651;0.268830141225176;4070.4783
TCGA.BH.A0BP.01;0.25436183976908;4969.6752;0.273312751241637;4048.2393
TCGA.BH.A0BQ.01;0.252936459384423;5002.2924;0.279571449765802;3259.4961
TCGA.BH.A0BR.01;0.261646075560103;4687.9812;0.300360304351205;3811.0233
TCGA.BH.A0BS.01;0.128891742579525;3359.5716;0.304637328943743;3257.2722
TCGA.BH.A0BT.01;0.17416082744137;4489.3128;0.267572255151999;4424.0784
TCGA.BH.A0BV.01;0.209453714544212;4415.1828;0.281744932778512;3333.6261
TCGA.BH.A0BW.01;0.204194016976822;5260.2648;0.240657520116993;4547.8755
TCGA.BH.A0BZ.01;0.24512543347385;4498.2084;0.282631917313684;3820.6602
TCGA.BH.A0C0.01;0.16911120135102;5000.8098;0.275886454675832;4201.6884
TCGA.BH.A0C1.01;0.230246981943815;4733.9418;0.296520590333953;3283.959
TCGA.BH.A0C3.01;0.291415577049061;3884.412;0.242718672949621;4636.8315
TCGA.BH.A0C7.01;0.180225066537284;4449.2826;0.309365440454407;3411.4626
TCGA.BH.A0DD.01;0.146274644577812;4266.9228;0.267145895003073;3925.9248
TCGA.BH.A0DE.01;0.252137484603548;4281.7488;0.277608497530855;4385.5308
TCGA.BH.A0DG.01;0.263638971218157;4725.0462;0.304741887853504;3413.6865
TCGA.BH.A0DH.01;0.152141703612292;4188.345;0.299011988950667;3540.4488
TCGA.BH.A0DI.01;0.302644293028908;4321.779;0.250322507718284;5084.5767
TCGA.BH.A0DK.01;0.271772575505607;3753.9432;0.289276353437374;4236.5295
TCGA.BH.A0DL.01;0.156551739696536;5027.4966;0.25957950362777;4672.4139
TCGA.BH.A0DO.01;0.192235178094907;5309.1906;0.311894282464482;3048.9669
TCGA.BH.A0DP.01;0.243194065026644;5117.9352;0.273817883812444;3811.7646
TCGA.BH.A0DQ.01;0.26458883415897;4837.7238;0.270754590348082;4616.0751
TCGA.BH.A0DS.01;0.225554213676386;4564.9254;0.290876528644196;3156.4554
TCGA.BH.A0DT.01;0.227404131815896;5110.5222;0.28821840095516;3642.0069
TCGA.BH.A0DV.01;0.322415622754989;3195.003;0.266340155566702;4203.9123
TCGA.BH.A0DX.01;0.263226445918754;4532.3082;0.280446070916374;3398.8605
TCGA.BH.A0DZ.01;0.255379968615263;4572.3384;0.297377549506524;3483.3687
TCGA.BH.A0E0.01;0.102920813893665;4132.0062;0.235550029318883;4676.8617
TCGA.BH.A0E1.01;0.174336326485648;4802.1414;0.302894444954679;3262.4613
TCGA.BH.A0E2.01;0.221112535026562;4765.0764;0.286276643093813;3564.9117
TCGA.BH.A0E6.01;0.182192472350843;5475.2418;0.21396850516083;5670.945
TCGA.BH.A0E7.01;0.14393133680464;3957.0594;0.292743752958381;3673.8828
TCGA.BH.A0E9.01;0.229571940544791;5080.8702;0.295096681667573;3564.1704
TCGA.BH.A0EA.01;0.248124152535917;5067.5268;0.269448310455184;4024.5177
TCGA.BH.A0EB.01;0.23972393033479;4355.8788;0.288824560040128;3706.5
TCGA.BH.A0EE.01;0.0629392603374505;4169.0712;0.348371565628378;2717.6058
TCGA.BH.A0EI.01;0.232016328735786;5614.6062;0.256382332370167;4234.3056
TCGA.BH.A0GY.01;0.203925641142836;4911.8538;0.299315068493151;3461.871
TCGA.BH.A0GZ.01;0.210345859101515;5026.014;0.297950857312412;3741.3411
TCGA.BH.A0H0.01;0.101701110185273;3454.458;0.279218916684917;3188.3313
TCGA.BH.A0H3.01;0.275428170790162;4722.081;0.259844080058214;4259.5098
TCGA.BH.A0H5.01;0.253664238392745;4811.037;0.242413120730217;4592.3535
TCGA.BH.A0H6.01;0.208349447602841;5418.903;0.28746352801543;3638.3004
TCGA.BH.A0H7.01;0.224910814842942;5381.838;0.283427766042375;3952.6116
TCGA.BH.A0H9.01;0.160785397776348;4201.6884;0.299348273011791;3400.3431
TCGA.BH.A0HA.01;0.25399414143758;4487.8302;0.259105102898684;4570.8558
TCGA.BH.A0HB.01;0.181275130935764;4609.4034;0.296766445067716;3753.9432
TCGA.BH.A0HF.01;0.245958394714051;4508.5866;0.306486891279928;3241.7049
TCGA.BH.A0HI.01;0.197683852095617;4699.842;0.302326788981752;3057.8625
TCGA.BH.A0HK.01;0.233611055443635;4382.5656;0.329042650144475;3301.7502
TCGA.BH.A0HL.01;0.066704432654659;3460.3884;0.241451249408324;5182.4283
TCGA.BH.A0HN.01;0.0554522777373456;3998.5722;0.280423816824094;3227.6202
TCGA.BH.A0HO.01;0.170839822989144;4241.7186;0.283772527852939;3374.3976
TCGA.BH.A0HP.01;0.232686975334034;4843.6542;0.286926250644662;3656.0916
TCGA.BH.A0HQ.01;0.205354537368112;5282.5038;0.307655407744424;3235.7745
TCGA.BH.A0HU.01;0.127202381161657;3878.4816;0.298323171808657;3902.2032
TCGA.BH.A0HW.01;0.0516252852225703;3340.2978;0.263194204045299;4435.1979
TCGA.BH.A0HX.01;0.214492207139266;4898.5104;0.298340833786657;3767.2866
TCGA.BH.A0HY.01;0.18516335767467;5289.9168;0.29630723363971;3159.4206
TCGA.BH.A0RX.01;0.264590885065998;4742.8374;0.203191872664203;6204.681
TCGA.BH.A0W3.01;0.0854438631587953;3601.2354;0.296073035811427;3347.7108
TCGA.BH.A0W4.01;0.210541867216075;5584.9542;0.281266293174705;3586.4094
TCGA.BH.A0W5.01;0.255037174154821;5033.427;0.274208213526249;4005.9852
TCGA.BH.A0W7.01;0.244356929311681;5135.7264;0.27575398984083;4229.8578
TCGA.BH.A0WA.01;0.215213247453066;5138.6916;0.217807865938522;6241.0047
TCGA.BH.A18F.01;0.253830654848754;4917.7842;0.270918493503924;3894.7902
TCGA.BH.A18G.01;0.173304134276985;5226.165;0.247429475721845;4091.976
TCGA.BH.A18H.01;0.20118211351243;5134.2438;0.292018552141691;3760.6149
TCGA.BH.A18I.01;0.270002056766763;4674.6378;0.25442255929126;4599.0252
TCGA.BH.A18J.01;0.204597166701239;5316.6036;0.287014207295103;3432.9603
TCGA.BH.A18K.01;0.21643265817474;5753.9706;0.298434795509619;3475.2144
TCGA.BH.A18L.01;0.090739305105821;3116.4252;0.285094703526037;3919.9944
TCGA.BH.A18M.01;0.257564477587102;4576.7862;0.26322740856394;4005.2439
TCGA.BH.A18N.01;0.129867388351551;4197.2406;0.247655549040248;4153.5039
TCGA.BH.A18P.01;0.182436237300491;4625.712;0.312183585664126;2910.3438
TCGA.BH.A18Q.01;0.189188116224315;4711.7028;0.236981709255583;5712.4578
TCGA.BH.A18R.01;0.163984226767032;3960.0246;0.290657873356553;2867.3484
TCGA.BH.A18S.01;0.103898217586;3716.8782;0.304068966491695;3697.6044
TCGA.BH.A18T.01;0.148386199856788;4173.519;0.203829116830452;6526.4052
TCGA.BH.A18U.01;0.19002049149108;5027.4966;0.257961666442948;4574.5623
TCGA.BH.A18V.01;0.219367213145494;4953.3666;0.220457162638558;5561.9739
TCGA.BH.A18V.06;0.18927132445232;5205.4086;0.194563996411086;5948.1912
TCGA.BH.A1EN.01;0.164316473705614;3801.3864;0.342188107130494;2864.3832
TCGA.BH.A1EO.01;0.296813564347501;4028.2242;0.241710880484927;4468.5564
TCGA.BH.A1ES.01;0.187182329150655;5472.2766;0.277781938154818;4009.6917
TCGA.BH.A1ES.06;0.108391754884968;4636.0902;0.295541763513179;3541.1901
TCGA.BH.A1ET.01;0.213053056378848;4355.8788;0.296713812373275;3455.9406
TCGA.BH.A1EU.01;0.302197488283461;3469.284;0.234861565416434;5426.316
TCGA.BH.A1EV.01;0.191651255565283;5076.4224;0.298362381399818;3527.8467
TCGA.BH.A1EW.01;0.230777873877421;4295.0922;0.276727518068204;4457.4369
TCGA.BH.A1EX.01;0.236760076692203;4894.0626;0.316941722537391;3054.8973
TCGA.BH.A1EY.01;0.243506974841816;4695.3942;0.294583777826446;3481.8861
TCGA.BH.A1F0.01;0.298026529361371;3547.8618;0.200575780482808;6412.245
TCGA.BH.A1F2.01;0.269138038934419;4468.5564;0.303740100461331;3320.2827
TCGA.BH.A1F5.01;0.168018067904946;4366.257;0.298366620274538;3429.2538
TCGA.BH.A1F6.01;0.201792111859985;4615.3338;0.231477177192028;5277.3147
TCGA.BH.A1F8.01;0.174930796537131;3876.999;0.296134499494867;3791.7495
TCGA.BH.A1FB.01;0.298164526105703;3879.9642;0.253388980338686;4634.6076
TCGA.BH.A1FC.01;0.174643083579735;4685.016;0.168501981673932;7239.5358
TCGA.BH.A1FD.01;0.191218221195597;5017.1184;0.274072569535207;3349.9347
TCGA.BH.A1FE.01;0.286438025691419;3881.4468;0.25661405752153;4365.5157
TCGA.BH.A1FE.06;0.31086872319904;3719.8434;-0.00948730810260906;5064.5616
TCGA.BH.A1FG.01;0.131637321116959;3813.2472;0.280294884384692;3367.7259
TCGA.BH.A1FH.01;0.326635217472321;3412.9452;0.268446169823451;3944.4573
TCGA.BH.A1FJ.01;0.115474122827064;3730.2216;0.314351063604315;2873.2788
TCGA.BH.A1FL.01;0.163818103297741;4252.0968;0.278322041442065;3422.5821
TCGA.BH.A1FM.01;0.234929202689384;4375.1526;0.268969317611818;4043.7915
TCGA.BH.A1FN.01;0.211263493503313;5518.2372;0.253081661921482;4966.71
TCGA.BH.A1FR.01;0.150624911371518;4179.4494;0.261990716864363;4052.6871
TCGA.BH.A1FU.01;0.282728813837411;4345.5006;0.273200421061556;3922.2183
TCGA.BH.A201.01;0.243959932308349;5426.316;0.289315916268095;3567.1356
TCGA.BH.A202.01;0.200841955932454;4579.7514;0.272269281581383;3961.5072
TCGA.BH.A203.01;0.19181444916739;4106.802;0.267379386352236;4219.4796
TCGA.BH.A204.01;0.158985873352389;4083.0804;0.257075741626456;4409.2524
TCGA.BH.A208.01;0.332484697303702;3017.091;0.261835644697521;4946.6949
TCGA.BH.A209.01;0.201680776907021;4928.1624;0.238103244858598;4782.8676
TCGA.BH.A28O.01;0.266712108906679;5079.3876;0.270870806163324;4118.6628
TCGA.BH.A28Q.01;0.206554610966376;4677.603;0.275328689410584;3968.9202
TCGA.BH.A2L8.01;0.238669178148816;4899.993;0.236539806566017;4700.5833
TCGA.BH.A42T.01;0.167468717808084;4670.19;0.25293330130628;4071.9609
TCGA.BH.A42U.01;0.235623874198535;5361.0816;0.255946081513561;4604.2143
TCGA.BH.A42V.01;0.239533488967878;4802.1414;0.26105180611387;4287.6792
TCGA.BH.A5IZ.01;0.150266295628287;4564.9254;0.261088896267671;4441.1283
TCGA.BH.A5J0.01;0.230166117609557;4441.8696;0.276102284046995;3895.5315
TCGA.BH.A6R8.01;0.118550776356206;4461.1434;0.265653811101613;4337.3463
TCGA.BH.A6R9.01;0.338604896862815;2905.896;0.0403388980338687;4767.3003
TCGA.BH.A8FY.01;0.0791953354170549;4139.4192;0.293110415621666;3461.871
TCGA.BH.A8FZ.01;0.255328695939556;4475.9694;0.271280210813369;4452.9891
TCGA.BH.A8G0.01;0.276351371939607;4180.932;0.261368661999195;3922.9596
TCGA.BH.AB28.01;0.20201009397842;4772.4894;0.297738560336849;3397.3779
TCGA.C8.A12K.01;0.219604825374056;4997.8446;0.18900047334101;6397.419
TCGA.C8.A12L.01;0.140234137406083;4726.5288;0.308244611330512;3294.3372
TCGA.C8.A12M.01;0.130102949673085;3656.0916;0.24266286109914;5490.0678
TCGA.C8.A12N.01;0.220158570271692;5482.6548;0.257406020615061;4223.9274
TCGA.C8.A12O.01;0.241111515432782;4862.928;0.287454697026429;3468.5427
TCGA.C8.A12P.01;0.214033096951649;4815.4848;0.297674270736928;4097.1651
TCGA.C8.A12Q.01;0.218708871989415;4351.431;0.299865415727638;3236.5158
TCGA.C8.A12T.01;0.22679618437537;5524.1676;0.266362762898543;3694.6392
TCGA.C8.A12U.01;0.0869580185191046;3851.7948;0.259335415091807;4450.7652
TCGA.C8.A12V.01;0.236211605555497;4668.7074;0.167515736822398;6057.9036
TCGA.C8.A12W.01;0.223880380554589;5009.7054;0.279281793326598;3934.8204
TCGA.C8.A12X.01;0.129225161464981;4326.2268;0.27281291726423;4283.9727
TCGA.C8.A12Y.01;0.167390490354291;5113.4874;0.279083979172996;3519.6924
TCGA.C8.A12Z.01;0.149702003208791;4535.2734;0.324516238422573;2871.7962
TCGA.C8.A130.01;0.187318567974677;4963.7448;0.254016333797255;4215.7731
TCGA.C8.A131.01;0.205883671381409;5513.7894;0.302750323214197;3518.9511
TCGA.C8.A132.01;0.256256584876494;4693.9116;0.287860922520435;3985.2288
TCGA.C8.A133.01;0.0262341772522767;3340.2978;0.279168050188277;3630.1461
TCGA.C8.A134.01;0.187020307495421;4696.8768;0.203001123301801;6268.4328
TCGA.C8.A135.01;0.227792339217678;4619.7816;0.273621129377521;4358.1027
TCGA.C8.A137.01;0.174622281522734;4919.2668;0.316732957957428;2771.7207
TCGA.C8.A138.01;0.235596333447012;4840.689;0.299151518576869;3987.4527
TCGA.C8.A1HE.01;0.14939583208814;3598.2702;0.314773184878521;2919.9807
TCGA.C8.A1HF.01;0.226275839963623;4960.7796;0.237459995619829;4583.4579
TCGA.C8.A1HG.01;0.187719373805347;4765.0764;0.203322924540965;5365.5294
TCGA.C8.A1HI.01;0.187142775943681;4892.58;0.308322677273273;3161.6445
TCGA.C8.A1HJ.01;0.186860922720651;4705.7724;0.187203190459706;6499.7184
TCGA.C8.A1HK.01;0.153330936701977;3409.98;0.325200463450303;2740.5861
TCGA.C8.A1HL.01;0.213598011674935;4477.452;0.316506884639024;3204.6399
TCGA.C8.A1HM.01;0.139935583940109;5195.0304;0.272872614749871;3550.0857
TCGA.C8.A1HN.01;0.139275191877002;4575.3036;0.279663292051404;4057.8762
TCGA.C8.A1HO.01;0.131724338172302;3595.305;0.272244554812182;4218.7383
TCGA.C8.A26V.01;0.154787959652213;4717.6332;0.299332023992031;3182.4009
TCGA.C8.A26W.01;0.204679788955807;4965.2274;0.284851674708754;3599.7528
TCGA.C8.A26X.01;0.249951217711399;4087.5282;0.250948094979053;4479.6759
TCGA.C8.A26Y.01;0.10295831619361;3653.1264;0.314295604993394;3521.175
TCGA.C8.A26Z.01;0.160806785806786;4536.756;0.308408514486354;3213.5355
TCGA.C8.A273.01;0.185173612209811;4760.6286;0.289176386641893;3166.8336
TCGA.C8.A274.01;0.108258445928129;4354.3962;0.323917497368365;3078.6189
TCGA.C8.A275.01;0.186632393080357;4569.3732;0.333418228574254;2858.4528
TCGA.C8.A278.01;0.237419003821719;4256.5446;0.262098101690605;4745.0613
TCGA.C8.A27A.01;0.110804207523665;4250.6142;0.271661003059055;3805.8342
TCGA.C8.A27B.01;0.163105559598772;5069.0094;0.232812422728846;5450.7789
TCGA.C8.A3M7.01;0.257333018079624;4544.169;0.297234840724282;4007.4678
TCGA.C8.A3M8.01;0.163433704723298;4905.9234;0.301018742891054;3103.8231
TCGA.C8.A8HP.01;0.182870150630332;4852.5498;0.298245105865896;3573.8073
TCGA.C8.A8HQ.01;0.223055622942501;5220.2346;0.302574763152875;3261.72
TCGA.C8.A8HR.01;0.295914388108958;4161.6582;0.25736928370082;4700.5833
TCGA.D8.A13Y.01;0.114063391778324;5014.1532;0.234849202031834;4972.6404
TCGA.D8.A13Z.01;0.213620278665528;4831.7934;0.322178499014462;3518.9511
TCGA.D8.A140.01;0.17022103504004;4013.3982;0.279887599172006;3849.5709
TCGA.D8.A141.01;0.28736562164164;4388.496;0.224404614721612;5017.1184
TCGA.D8.A142.01;0.248892363711368;4834.7586;0.23751015563735;4908.1473
TCGA.D8.A143.01;0.162762472151612;4649.4336;0.262697195984373;5125.3482
TCGA.D8.A145.01;0.254716353698254;4481.8998;0.289182744953973;3837.7101
TCGA.D8.A146.01;0.252713496491777;4818.45;0.295010491214932;3412.9452
TCGA.D8.A147.01;0.193507326425878;5776.2096;0.218115890834846;5879.9916
TCGA.D8.A1J8.01;0.221356006989491;4284.714;0.301096808833815;3468.5427
TCGA.D8.A1J9.01;0.214460564573687;4656.8466;0.330441832041654;2863.6419
TCGA.D8.A1JA.01;0.20818156621324;4349.9484;0.336289006478413;2358.8166
TCGA.D8.A1JB.01;0.237823911466445;4689.4638;0.293091693924986;3830.2971
TCGA.D8.A1JC.01;0.210209327290775;4972.6404;0.297992539580493;3524.8815
TCGA.D8.A1JD.01;0.233432040558737;5255.817;0.267356072541276;3896.2728
TCGA.D8.A1JE.01;0.240781319401229;5378.8728;0.266715649218987;4378.8591
TCGA.D8.A1JF.01;0.214224124291998;4751.733;0.298039167202413;3577.5138
TCGA.D8.A1JG.01;0.206106048300618;4553.0646;0.309723272128692;3512.2794
TCGA.D8.A1JH.01;0.265366127922689;4459.6608;0.281780963213632;3994.8657
TCGA.D8.A1JI.01;0.0997480607209114;3773.217;0.253770125823931;3905.1684
TCGA.D8.A1JJ.01;0.229609149858019;5183.1696;0.294626873052767;3365.502
TCGA.D8.A1JK.01;0.240014280172651;4837.7238;0.271622499947014;4136.454
TCGA.D8.A1JL.01;0.248189488574104;4643.5032;0.197636827343568;5484.1374
TCGA.D8.A1JM.01;0.0892397990814281;4025.259;0.24042579496563;5507.859
TCGA.D8.A1JN.01;0.0688256564953398;3458.9058;0.301104226864575;2869.5723
TCGA.D8.A1JP.01;0.2449311832796;4670.19;0.258513073396116;4410.735
TCGA.D8.A1JS.01;0.0605042477214423;3405.5322;0.295253873271775;3029.6931
TCGA.D8.A1JT.01;0.113155425938231;3694.6392;0.285464898584922;3447.045
TCGA.D8.A1JU.01;0.312428877474126;3663.5046;0.239332871766975;4771.7481
TCGA.D8.A1X5.01;0.201190024153825;4474.4868;0.297025016425639;3052.6734
TCGA.D8.A1X6.01;0.12600816729776;4182.4146;0.252871837622839;4193.5341
TCGA.D8.A1X7.01;0.182902379169347;4434.4566;0.285469137459642;3605.6832
TCGA.D8.A1X8.01;0.235179413346834;4375.1526;0.270158675210354;4357.3614
TCGA.D8.A1X9.01;0.218658771260581;4778.4198;0.286810388068981;4189.8276
TCGA.D8.A1XA.01;0.158612315286523;4349.9484;0.273855327205804;3696.8631
TCGA.D8.A1XB.01;0.224826141681345;5986.7388;0.269779649162469;4063.0653
TCGA.D8.A1XC.01;0.0626158030004184;3221.6898;0.289816456724622;3537.4836
