Generation	CellName	Probability_BASALB	Probability_BASALA
2	MDAMB231	0.9741843271504755	0.025815672849524463
2	MDAMB436.1	0.977167037188401	0.022832962811598967
2	MDAMB468	0.04874255540420839	0.9512574445957916
2	MX1	0.16982140393784728	0.8301785960621527
2	SKBR7	0.948219677822182	0.05178032217781803
2	SUM102	0.6904759477730692	0.3095240522269308
2	SUM1315	0.9795128086424028	0.020487191357597245
2	SUM149	0.13911873503505054	0.8608812649649494
2	SUM159	0.9786463902724151	0.021353609727584932
2	SUM229	0.2274227911061373	0.7725772088938627
2	SW527	0.9051678674882077	0.09483213251179234
2	UACC3199	0.6907855455476295	0.3092144544523705
2	CAL120.1	0.9693201689549231	0.030679831045076877
2	HCC38.1	0.6951402373753138	0.30485976262468617
2	HCC1599.1	0.05848558618463237	0.9415144138153676
2	HCC1395.1	0.9625001294200614	0.03749987057993864
2	MDAMB468.1	0.012819607579669703	0.9871803924203303
2	MDAMB231.1	0.9718620631842855	0.028137936815714526
2	HCC1954.1	0.02174266219135566	0.9782573378086443
2	JIMT1.1	0.06316288783647374	0.9368371121635263
2	HDQP1.1	0.05586608324968335	0.9441339167503167
2	HMC18	0.9521068714255355	0.04789312857446448
2	BT20.1	0.035186272086552374	0.9648137279134477
2	HCC1806.1	0.11500972418666268	0.8849902758133373
2	HCC2157	0.07085263463320861	0.9291473653667914
2	HCC1500	0.1507572333844146	0.8492427666155854
2	HCC1143.1	0.07606018160705601	0.923939818392944
2	CAL51.1	0.9271047131100119	0.07289528688998814
2	CAL851.1	0.07058677853326653	0.9294132214667334
2	HCC1569.1	0.17686816978345432	0.8231318302165457
2	HCC70.1	0.006600576675013278	0.9933994233249868
2	DU4475.1	0.8383537443108459	0.16164625568915414
2	HCC1937.1	0.009595466169513268	0.9904045338304868
3	Hs_578T	0.9855267230740892	0.014473276925910827
3	HCC1187	0.08085315909964429	0.9191468409003557
3	MDAMB157	0.9794949568334361	0.020505043166563874
3	MDAMB436	0.9690914670195898	0.030908532980410186
3	BT549	0.9906754488638546	0.009324551136145387
3	BT20	0.04714974478737914	0.9528502552126209
3	BT549.1	0.9753862367899933	0.024613763210006745
3	CAL120	0.9590458032046454	0.040954196795354614
3	CAL51	0.9459124251639001	0.05408757483609994
3	CAL851	0.06254467699819141	0.9374553230018086
3	DU4475	0.8938740684866224	0.10612593151337757
3	HBL100	0.9655018767845912	0.034498123215408794
3	HCC1143	0.08131803151298875	0.9186819684870112
3	HCC1187.1	0.09949917515404877	0.9005008248459512
3	HCC1395	0.9761040447684476	0.023895955231552413
3	HCC1569	0.14607182021064427	0.8539281797893558
3	HCC1599	0.04102671350765903	0.9589732864923409
3	HCC1806	0.1366025131482772	0.8633974868517228
3	HCC1937	0.03445528670021447	0.9655447132997855
3	HCC1954	0.04420726902227708	0.9557927309777229
3	HCC3153	0.0867478284389613	0.9132521715610387
3	HCC38	0.7502837271174075	0.24971627288259246
3	HCC70	0.022986274468308757	0.9770137255316912
3	HDQP1	0.05821007933978888	0.9417899206602112
3	HS578T	0.9968824034915786	0.003117596508421361
3	JIMT1	0.04959084781524857	0.9504091521847514
3	MACLS2	0.08070839637716636	0.9192916036228337
3	MB157	0.8475918122804664	0.15240818771953357
3	MDAMB157.1	0.9648214053937177	0.035178594606282254
3	MDAMB231	0.9753820907373802	0.024617909262619753
3	MDAMB436.1	0.9732854066493487	0.026714593350651294
3	MDAMB468	0.045050328078164045	0.954949671921836
3	MX1	0.17859826887577773	0.8214017311242223
3	SKBR7	0.9373999893915166	0.06260001060848341
3	SUM102	0.6823314743525831	0.3176685256474169
3	SUM1315	0.9817493402893789	0.01825065971062112
3	SUM149	0.1321919740671891	0.8678080259328109
3	SUM159	0.9796013034115288	0.020398696588471155
3	SUM229	0.21329545213863882	0.7867045478613612
3	SW527	0.9011568302707416	0.09884316972925844
3	UACC3199	0.6970284248169142	0.3029715751830858
3	CAL120.1	0.9721142585440702	0.027885741455929813
3	HCC38.1	0.7025426881362737	0.29745731186372626
3	HCC1599.1	0.0619524911818911	0.9380475088181089
3	HCC1395.1	0.961279730696196	0.03872026930380401
3	MDAMB468.1	0.011220511568649828	0.9887794884313502
3	MDAMB231.1	0.9785173160738786	0.021482683926121404
3	HCC1954.1	0.02316614408198398	0.976833855918016
3	JIMT1.1	0.05161871143497988	0.9483812885650201
3	HDQP1.1	0.04831259688242602	0.9516874031175739
3	HMC18	0.9478082604104628	0.052191739589537156
3	BT20.1	0.026494555891200904	0.9735054441087991
3	HCC1806.1	0.1346101821905347	0.8653898178094653
3	HCC2157	0.0733157203124258	0.9266842796875742
3	HCC1500	0.14728305219326848	0.8527169478067316
3	HCC1143.1	0.07246832710414858	0.9275316728958514
3	CAL51.1	0.9308302741596463	0.06916972584035375
3	CAL851.1	0.07240885270862381	0.9275911472913762
3	HCC1569.1	0.1795650642237642	0.8204349357762358
3	HCC70.1	0.005818334568909542	0.9941816654310904
3	DU4475.1	0.834781534003434	0.16521846599656598
3	HCC1937.1	0.015585727292875416	0.9844142727071246
4	Hs_578T	0.9764585936870938	0.023541406312906243
4	HCC1187	0.07025683305625577	0.9297431669437443
4	MDAMB157	0.9785181382105628	0.02148186178943723
4	MDAMB436	0.9612542716344049	0.03874572836559509
4	BT549	0.9847188626339934	0.015281137366006559
4	BT20	0.03704434894264201	0.962955651057358
4	BT549.1	0.9759044240743129	0.024095575925687118
4	CAL120	0.9631908260992743	0.03680917390072569
4	CAL51	0.9502603519263956	0.049739648073604426
4	CAL851	0.06123811168227565	0.9387618883177243
4	DU4475	0.877934952384914	0.12206504761508596
4	HBL100	0.9639155072448927	0.03608449275510728
4	HCC1143	0.07288887196737441	0.9271111280326256
4	HCC1187.1	0.09692116476463739	0.9030788352353626
4	HCC1395	0.9700079785611598	0.029992021438840166
4	HCC1569	0.1365536563959858	0.8634463436040142
4	HCC1599	0.04250497847213856	0.9574950215278615
4	HCC1806	0.11291629309598605	0.887083706904014
4	HCC1937	0.025249419364727948	0.9747505806352721
4	HCC1954	0.03027572554792043	0.9697242744520795
4	HCC3153	0.09495290735899432	0.9050470926410057
4	HCC38	0.7476873663983145	0.25231263360168554
4	HCC70	0.02076978232804776	0.9792302176719523
4	HDQP1	0.05270665746625795	0.9472933425337421
4	HS578T	0.9914856845642902	0.008514315435709796
4	JIMT1	0.05342204867628724	0.9465779513237128
4	MACLS2	0.07356635483513485	0.9264336451648651
4	MB157	0.8569555999017621	0.14304440009823793
4	MDAMB157.1	0.9582673266202645	0.04173267337973552
4	MDAMB231	0.9746807999961564	0.02531920000384358
4	MDAMB436.1	0.9755208431273067	0.02447915687269331
4	MDAMB468	0.056690731635910104	0.9433092683640899
4	MX1	0.16275863710781419	0.8372413628921858
4	SKBR7	0.9430507314491156	0.056949268550884447
4	SUM102	0.6880901346017643	0.31190986539823573
4	SUM1315	0.9846446909215414	0.015355309078458612
4	SUM149	0.14278164015971614	0.8572183598402838
4	SUM159	0.9789374969458922	0.02106250305410784
4	SUM229	0.2263491858383406	0.7736508141616594
4	SW527	0.904714148606011	0.09528585139398904
4	UACC3199	0.6846689322520937	0.3153310677479063
4	CAL120.1	0.9699582258713817	0.030041774128618304
4	HCC38.1	0.694722430619185	0.30527756938081496
4	HCC1599.1	0.0701587752959289	0.929841224704071
4	HCC1395.1	0.9631351916400749	0.036864808359925116
4	MDAMB468.1	0.00928223114073426	0.9907177688592658
4	MDAMB231.1	0.969703325089981	0.030296674910018973
4	HCC1954.1	0.02371067204274229	0.9762893279572578
4	JIMT1.1	0.05705384119433514	0.9429461588056649
4	HDQP1.1	0.043553928078566305	0.9564460719214337
4	HMC18	0.9165615607617317	0.08343843923826832
4	BT20.1	0.04189507300670292	0.9581049269932971
4	HCC1806.1	0.108069137406113	0.891930862593887
4	HCC2157	0.06745635199643156	0.9325436480035685
4	HCC1500	0.1486101587387304	0.8513898412612696
4	HCC1143.1	0.08403857470545452	0.9159614252945455
4	CAL51.1	0.9313600243147019	0.06863997568529812
4	CAL851.1	0.06943429414564624	0.9305657058543537
4	HCC1569.1	0.17748366446318753	0.8225163355368125
4	HCC70.1	0.004729229603262819	0.9952707703967372
4	DU4475.1	0.8269707684321846	0.17302923156781536
4	HCC1937.1	0.012328522500323392	0.9876714774996767
5	Hs_578T	0.9758052043882914	0.024194795611708564
5	HCC1187	0.08335764154258773	0.9166423584574123
5	MDAMB157	0.9765752998184568	0.02342470018154319
5	MDAMB436	0.9553938105462733	0.04460618945372674
5	BT549	0.9832776783174034	0.016722321682596575
5	BT20	0.04532415198090731	0.9546758480190927
5	BT549.1	0.9669668057623735	0.03303319423762652
5	CAL120	0.95428096614419	0.04571903385581
5	CAL51	0.951484544536432	0.04851545546356795
5	CAL851	0.059668285271484676	0.9403317147285153
5	DU4475	0.8920530464795835	0.1079469535204165
5	HBL100	0.9688346050074559	0.031165394992544115
5	HCC1143	0.07526142537783373	0.9247385746221662
5	HCC1187.1	0.08828889960754421	0.9117111003924558
5	HCC1395	0.966681846818504	0.033318153181496
5	HCC1569	0.13462220258324128	0.8653777974167587
5	HCC1599	0.039224554952575284	0.9607754450474247
5	HCC1806	0.11801133558970374	0.8819886644102962
5	HCC1937	0.03119380879177884	0.9688061912082212
5	HCC1954	0.03522866665910405	0.9647713333408959
5	HCC3153	0.0872993073655354	0.9127006926344646
5	HCC38	0.7507609344732098	0.2492390655267902
5	HCC70	0.02189542015033181	0.9781045798496681
5	HDQP1	0.051940452329959884	0.9480595476700401
5	HS578T	0.9921521219557329	0.00784787804426712
5	JIMT1	0.05448496066043483	0.9455150393395652
5	MACLS2	0.09287291518230736	0.9071270848176927
5	MB157	0.8633494164970408	0.13665058350295922
5	MDAMB157.1	0.9586571105097652	0.04134288949023479
5	MDAMB231	0.9786371917284274	0.021362808271572553
5	MDAMB436.1	0.9751766993593934	0.02482330064060656
5	MDAMB468	0.057829629031435174	0.9421703709685648
5	MX1	0.17609787334972485	0.8239021266502752
5	SKBR7	0.9419275301378331	0.05807246986216685
5	SUM102	0.694294882150497	0.30570511784950305
5	SUM1315	0.9798498352693199	0.020150164730680098
5	SUM149	0.14896748162943407	0.8510325183705659
5	SUM159	0.9752786869399442	0.02472131306005576
5	SUM229	0.22285357894345667	0.7771464210565433
5	SW527	0.8980200076686102	0.10197999233138977
5	UACC3199	0.697787446641795	0.30221255335820496
5	CAL120.1	0.9737351155891932	0.026264884410806766
5	HCC38.1	0.7053009303555664	0.2946990696444336
5	HCC1599.1	0.07906451469745057	0.9209354853025494
5	HCC1395.1	0.9599660071564524	0.04003399284354758
5	MDAMB468.1	0.0168081936514397	0.9831918063485603
5	MDAMB231.1	0.9736317134260674	0.026368286573932642
5	HCC1954.1	0.025163390957938372	0.9748366090420616
5	JIMT1.1	0.05620209656343205	0.943797903436568
5	HDQP1.1	0.046489871064777914	0.9535101289352221
5	HMC18	0.9316039332025139	0.06839606679748611
5	BT20.1	0.03721837534455723	0.9627816246554428
5	HCC1806.1	0.10995435234370377	0.8900456476562962
5	HCC2157	0.08080003091638731	0.9191999690836127
5	HCC1500	0.16772889998133284	0.8322711000186671
5	HCC1143.1	0.0852361654489151	0.9147638345510849
5	CAL51.1	0.9300468101063961	0.06995318989360388
5	CAL851.1	0.0750492244170424	0.9249507755829576
5	HCC1569.1	0.17067681376598878	0.8293231862340112
5	HCC70.1	0.008503862591952226	0.9914961374080478
5	DU4475.1	0.8382857875882453	0.16171421241175465
5	HCC1937.1	0.011641266370785393	0.9883587336292146
6	Hs_578T	0.9859051460854624	0.014094853914537575
6	HCC1187	0.07998351692508486	0.9200164830749151
6	MDAMB157	0.9661225390959266	0.0338774609040734
6	MDAMB436	0.959075215659081	0.04092478434091895
6	BT549	0.988283210324655	0.011716789675344952
6	BT20	0.04313717923624329	0.9568628207637567
6	BT549.1	0.9803055059733771	0.019694494026622933
6	CAL120	0.9583620946156628	0.041637905384337204
6	CAL51	0.9391496386621452	0.06085036133785482
6	CAL851	0.05857019480314337	0.9414298051968566
6	DU4475	0.8921165927365681	0.10788340726343193
6	HBL100	0.9696774167475657	0.03032258325243431
6	HCC1143	0.0773734249380356	0.9226265750619644
6	HCC1187.1	0.09959509834360572	0.9004049016563943
6	HCC1395	0.9727416530513048	0.027258346948695222
6	HCC1569	0.1292979289992661	0.8707020710007339
6	HCC1599	0.036859641820128415	0.9631403581798715
6	HCC1806	0.1182392684286538	0.8817607315713462
6	HCC1937	0.019636877759739036	0.980363122240261
6	HCC1954	0.040439788390029464	0.9595602116099705
6	HCC3153	0.07286471234560708	0.9271352876543929
6	HCC38	0.7452652393979943	0.2547347606020057
6	HCC70	0.021094462554030934	0.9789055374459691
6	HDQP1	0.04416408469460664	0.9558359153053934
6	HS578T	0.9915795433188442	0.008420456681155764
6	JIMT1	0.0661182345933469	0.9338817654066531
6	MACLS2	0.09103782411401519	0.9089621758859848
6	MB157	0.8530417800566038	0.1469582199433962
6	MDAMB157.1	0.9510012723318825	0.048998727668117525
6	MDAMB231	0.9688872853180772	0.031112714681922782
6	MDAMB436.1	0.9767695121593093	0.023230487840690706
6	MDAMB468	0.04482441013220492	0.955175589867795
6	MX1	0.15353257815951743	0.8464674218404826
6	SKBR7	0.9355347446613378	0.06446525533866221
6	SUM102	0.6878747419237154	0.31212525807628455
6	SUM1315	0.9832521176131	0.016747882386899948
6	SUM149	0.1488435979819881	0.8511564020180119
6	SUM159	0.97739216432557	0.022607835674430032
6	SUM229	0.22029672313418844	0.7797032768658115
6	SW527	0.9027158854594544	0.09728411454054564
6	UACC3199	0.6963638066211788	0.3036361933788212
6	CAL120.1	0.971781088905607	0.028218911094393007
6	HCC38.1	0.7000883202429258	0.2999116797570742
6	HCC1599.1	0.06937905174733774	0.9306209482526623
6	HCC1395.1	0.959588550289312	0.040411449710688
6	MDAMB468.1	0.01894671352215316	0.9810532864778468
6	MDAMB231.1	0.9700989859170457	0.029901014082954314
6	HCC1954.1	0.02800590703995958	0.9719940929600405
6	JIMT1.1	0.058669775807381586	0.9413302241926185
6	HDQP1.1	0.05129130120861154	0.9487086987913884
6	HMC18	0.9390390368216149	0.060960963178385064
6	BT20.1	0.02485553492789443	0.9751444650721056
6	HCC1806.1	0.12479741775458635	0.8752025822454137
6	HCC2157	0.07281552917037917	0.9271844708296209
6	HCC1500	0.15123081939294342	0.8487691806070565
6	HCC1143.1	0.0759142767150201	0.92408572328498
6	CAL51.1	0.914147602029491	0.08585239797050903
6	CAL851.1	0.08405018494054559	0.9159498150594544
6	HCC1569.1	0.1712820085464479	0.8287179914535521
6	HCC70.1	0.011886469934102348	0.9881135300658976
6	DU4475.1	0.8475796764525649	0.15242032354743507
6	HCC1937.1	0.015996703258337953	0.9840032967416621
7	Hs_578T	0.9712387512845942	0.02876124871540575
7	HCC1187	0.0752520683113859	0.9247479316886141
7	MDAMB157	0.9632416819493106	0.03675831805068941
7	MDAMB436	0.9604968792821436	0.039503120717856444
7	BT549	0.9866240406652365	0.013375959334763543
7	BT20	0.05158190955715066	0.9484180904428493
7	BT549.1	0.9800495725564042	0.019950427443595764
7	CAL120	0.9605044989642589	0.039495501035741065
7	CAL51	0.9399299525934881	0.060070047406511895
7	CAL851	0.05712454889686262	0.9428754511031374
7	DU4475	0.9039490199038861	0.0960509800961139
7	HBL100	0.9671199411224424	0.03288005887755763
7	HCC1143	0.07005010707262246	0.9299498929273775
7	HCC1187.1	0.07680293028783917	0.9231970697121609
7	HCC1395	0.9658953003905231	0.03410469960947693
7	HCC1569	0.12149853012546959	0.8785014698745304
7	HCC1599	0.05162718218494314	0.9483728178150569
7	HCC1806	0.13148704397187064	0.8685129560281294
7	HCC1937	0.028216255653504982	0.9717837443464951
7	HCC1954	0.04109771399065436	0.9589022860093457
7	HCC3153	0.08187528618014867	0.9181247138198514
7	HCC38	0.7633973159509615	0.2366026840490385
7	HCC70	0.02811618084647662	0.9718838191535234
7	HDQP1	0.05009390149845442	0.9499060985015456
7	HS578T	0.9950091210266072	0.004990878973392787
7	JIMT1	0.06973634887325386	0.9302636511267461
7	MACLS2	0.11262341484730402	0.887376585152696
7	MB157	0.8683126627012939	0.13168733729870608
7	MDAMB157.1	0.9603724645901416	0.039627535409858416
7	MDAMB231	0.9577145726536108	0.04228542734638918
7	MDAMB436.1	0.9702006586270282	0.0297993413729718
7	MDAMB468	0.037659674925656826	0.9623403250743432
7	MX1	0.13772119515416262	0.8622788048458374
7	SKBR7	0.9354026198332853	0.06459738016671468
7	SUM102	0.6604820128558441	0.33951798714415593
7	SUM1315	0.966001917460496	0.03399808253950398
7	SUM149	0.14183158054418066	0.8581684194558193
7	SUM159	0.9711601377686551	0.028839862231344937
7	SUM229	0.22146358234579153	0.7785364176542084
7	SW527	0.885395612559006	0.114604387440994
7	UACC3199	0.6887095178427303	0.31129048215726973
7	CAL120.1	0.9682912381634858	0.031708761836514165
7	HCC38.1	0.6951078530871028	0.30489214691289723
7	HCC1599.1	0.06831776800648806	0.931682231993512
7	HCC1395.1	0.966021064176889	0.033978935823110956
7	MDAMB468.1	0.02213559796805103	0.977864402031949
7	MDAMB231.1	0.9730147883491366	0.026985211650863428
7	HCC1954.1	0.032949768576420756	0.9670502314235793
7	JIMT1.1	0.06124110448777981	0.9387588955122201
7	HDQP1.1	0.04975084716758025	0.9502491528324197
7	HMC18	0.93100382133497	0.06899617866503005
7	BT20.1	0.03801283069627822	0.9619871693037217
7	HCC1806.1	0.16571243788407383	0.8342875621159261
7	HCC2157	0.06800670076953626	0.9319932992304637
7	HCC1500	0.15877560150658496	0.841224398493415
7	HCC1143.1	0.07827580305386475	0.9217241969461353
7	CAL51.1	0.9353814496223568	0.06461855037764319
7	CAL851.1	0.09406628489097123	0.9059337151090288
7	HCC1569.1	0.17309633900413116	0.8269036609958689
7	HCC70.1	0.008440257961771157	0.9915597420382288
7	DU4475.1	0.8453790205808563	0.15462097941914366
7	HCC1937.1	0.016326288950397436	0.9836737110496026
8	Hs_578T	0.9817396774531756	0.018260322546824415
8	HCC1187	0.0859997540088652	0.9140002459911348
8	MDAMB157	0.964437883368651	0.035562116631349006
8	MDAMB436	0.9589875193528046	0.041012480647195426
8	BT549	0.983721412870251	0.016278587129748945
8	BT20	0.04630735793256964	0.9536926420674303
8	BT549.1	0.9698402772308142	0.03015972276918577
8	CAL120	0.9727168204173811	0.027283179582618944
8	CAL51	0.9375932329978186	0.062406767002181396
8	CAL851	0.05871234354406753	0.9412876564559325
8	DU4475	0.8846616736955895	0.11533832630441054
8	HBL100	0.9690267419517667	0.030973258048233254
8	HCC1143	0.07341506647019667	0.9265849335298033
8	HCC1187.1	0.09180222567259047	0.9081977743274096
8	HCC1395	0.9520571112886574	0.04794288871134256
8	HCC1569	0.11671494657983646	0.8832850534201635
8	HCC1599	0.0715791406020858	0.9284208593979142
8	HCC1806	0.12419879973601598	0.875801200263984
8	HCC1937	0.024693794530784484	0.9753062054692155
8	HCC1954	0.03679913212302924	0.9632008678769708
8	HCC3153	0.10410830574069194	0.895891694259308
8	HCC38	0.7697981902559079	0.2302018097440921
8	HCC70	0.03676066361211687	0.9632393363878832
8	HDQP1	0.05232106226748005	0.94767893773252
8	HS578T	0.9974744691196186	0.0025255308803814325
8	JIMT1	0.07728160392471874	0.9227183960752813
8	MACLS2	0.11966486974135472	0.8803351302586453
8	MB157	0.8636191412871959	0.13638085871280414
8	MDAMB157.1	0.9589784538463865	0.04102154615361353
8	MDAMB231	0.9580494870329317	0.04195051296706831
8	MDAMB436.1	0.9723528581214114	0.027647141878588632
8	MDAMB468	0.049350772916034895	0.9506492270839652
8	MX1	0.1586082044265186	0.8413917955734814
8	SKBR7	0.9386235559607901	0.06137644403920994
8	SUM102	0.6705176628091797	0.3294823371908203
8	SUM1315	0.9704567047461758	0.029543295253824153
8	SUM149	0.13105787910427144	0.8689421208957285
8	SUM159	0.9726071781047213	0.027392821895278696
8	SUM229	0.21660830330803818	0.7833916966919618
8	SW527	0.8816572939969337	0.11834270600306629
8	UACC3199	0.6839063374813004	0.31609366251869964
8	CAL120.1	0.9706173322535824	0.029382667746417623
8	HCC38.1	0.7079112033263809	0.2920887966736191
8	HCC1599.1	0.07805000478173466	0.9219499952182654
8	HCC1395.1	0.9543067654844929	0.04569323451550711
8	MDAMB468.1	0.026883509496888548	0.9731164905031114
8	MDAMB231.1	0.9582607094938712	0.04173929050612879
8	HCC1954.1	0.027614677988828645	0.9723853220111713
8	JIMT1.1	0.06203278735120889	0.9379672126487911
8	HDQP1.1	0.05184274748125008	0.9481572525187499
8	HMC18	0.9270434797744246	0.07295652022557542
8	BT20.1	0.03518443146694323	0.9648155685330567
8	HCC1806.1	0.15339388296548168	0.8466061170345183
